source	target	depth
user interface engineering	human interface guidelines	3
user interface engineering	human-computer interaction	3
user interface engineering	icon design	3
user interface engineering	information architecture	3
user interface engineering	interaction design	3
user interface engineering	interaction design pattern	3
user interface engineering	interaction flow modeling language	3
user interface engineering	ifml	3
user interface engineering	interaction technique	3
user interface engineering	knowledge visualization	3
user interface engineering	look and feel	3
user interface engineering	mobile interaction	3
user interface engineering	natural mapping (interface design)	3
user interface engineering	new interfaces for musical expression	3
user interface engineering	participatory design	3
user interface engineering	principles of user interface design	3
user interface engineering	process-centered design	3
user interface engineering	progressive disclosure	3
user interface engineering	user experience design	3
user interface engineering	user-centered design	3
voice command	ai effect	3
voice command	alpac	3
voice command	applications of artificial intelligence	3
voice command	articulatory speech recognition	3
voice command	audio mining	3
voice command	audio-visual speech recognition	3
voice command	automatic language translator	3
voice command	automotive head unit	3
voice command	cache language model	3
voice command	dragon naturallyspeaking	3
voice command	fluency voice technology	3
voice command	google voice search	3
voice command	ibm viavoice	3
voice command	keyword spotting	3
voice command	kinect	3
voice command	mondegreen	3
voice command	multimedia information retrieval	3
voice command	origin of speech	3
voice command	phonetic search technology	3
voice command	speaker diarisation	3
voice command	speaker recognition	3
voice command	speech analytics	3
voice command	speech interface guideline	3
voice command	speech recognition software for linux	3
voice command	speech synthesis	3
voice command	speech verification	3
voice command	subtitle (captioning)	3
voice command	voicexml	3
voice command	voxforge	3
voice command	windows speech recognition	3
voice command	timeline of speech and voice recognition	3
collostructional analysis	collocation extraction	3
voice computing	speech recognition	3
voice computing	natural language processing	3
voice computing	voice user interface	3
voice computing	audio codec	3
voice computing	ubiquitous computing	3
voice computing	hands-free computing	3
web of things	internet of things	3
web of things	smart device	3
web of things	home automation	3
web of things	smart grid	3
telerobotics	astrobotic technology	3
telerobotics	dragon runner	3
telerobotics	lunokhod 1	3
telerobotics	medical robot	3
telerobotics	military robot	3
telerobotics	remote control vehicle	3
telerobotics	remote manipulator	3
telerobotics	robonaut	3
telerobotics	smart device	3
telerobotics	spirit rover	3
telerobotics	snowplow robot	3
telerobotics	uwa telerobot	3
smartphone	comparison of smartphones	3
smartphone	e-reader	3
smartphone	lists of mobile computers	3
smartphone	media transfer protocol	3
smartphone	mobile internet device	3
smartphone	portable media player	3
smartphone	second screen	3
smartphone	smartphone kill switch	3
smartphone	smartphone zombie	3
ubiquitous computing	ambient media	3
ubiquitous computing	computer accessibility	3
ubiquitous computing	human-centered computing	3
ubiquitous computing	mobile interaction	3
ubiquitous computing	smart city	3
ubiquitous computing	ubiquitous commerce	3
ubiquitous computing	ubiquitous learning	3
ubiquitous computing	ubiquitous robot	3
ubiquitous computing	wearable computer	3
smart, connected products	ambiesense	3
smart, connected products	audiocubes	3
smart, connected products	home network	3
smart, connected products	intelligent maintenance system	3
smart, connected products	nabaztag	3
smart, connected products	smart speaker	3
smart, connected products	wearable technology	3
smart, connected products	ubiquitous computing	3
mobile phone	cellular frequencies	3
mobile phone	customer proprietary network information	3
mobile phone	field telephone	3
mobile phone	mobile broadband	3
mobile phone	mobile internet device	3
mobile phone	mobile phone accessories	3
mobile phone	mobile phones on aircraft	3
mobile phone	mobile phone use in schools	3
mobile phone	mobile technology	3
mobile phone	mobile telephony	3
mobile phone	form factor (mobile phones)	3
mobile phone	optical head-mounted display	3
mobile phone	openbts	3
mobile phone	personal handy-phone system	3
mobile phone	prepaid mobile phone	3
mobile phone	two-way radio	3
mobile phone	professional mobile radio	3
mobile phone	push-button telephone	3
mobile phone	rechargeable battery	3
mobile phone	smombie	3
mobile phone	surveillance	3
mobile phone	tethering	3
mobile phone	voip phone	3
smart environment	building automation	3
smart environment	home robot	3
smart environment	intelligent building	3
smart environment	smart, connected products	3
smart environment	ubiquitous computing	3
sensor node	mesh networking	3
sensor node	mobile ad hoc network	3
sensor node	mwsn	3
mobile device	converged device	3
mobile device	mobile interaction service	3
mobile device	near field communication	3
mobile device	smart device	3
computer appliance	automotive navigation system	3
computer appliance	green computing	3
computer appliance	hardware acceleration	3
computer appliance	information appliance	3
computer appliance	linux devices	3
computer appliance	personal digital assistant	3
computer appliance	plug computer	3
computer appliance	smartphone	3
computer appliance	software appliance	3
computer appliance	middlebox	3
information appliance	archy (software)	3
information appliance	computer appliance	3
information appliance	embedded system	3
information appliance	internet appliance	3
information appliance	mobile web	3
information appliance	technological convergence	3
information appliance	ubiquitous computing	3
information appliance	smart speaker	3
quantified self	self-experimentation	3
quantified self	ehealth	3
quantified self	human enhancement	3
quantified self	transhumanism	3
quantified self	experience sampling method	3
smart grid	charge control	3
smart grid	electranet	3
smart grid	grid friendly	3
smart grid	grid energy storage	3
smart grid	home energy storage	3
smart grid	large-scale energy storage	3
smart grid	microgrid	3
smart grid	net metering	3
smart grid	open smart grid protocol	3
smart grid	smart grids by country	3
smart grid	smart villages in asia	3
smart grid	super grid	3
smart grid	vehicle-to-grid	3
smart grid	virtual power plant	3
smart grid	wide area synchronous grid	3
smart grid	smart city	3
responsive computer-aided design	design computing	3
responsive computer-aided design	four-dimensional product	3
responsive computer-aided design	industry 4.0	3
responsive computer-aided design	product design	3
open interconnect consortium	iotivity	3
open interconnect consortium	alljoyn	3
open interconnect consortium	constrained application protocol	3
open interconnect consortium	universal plug and play	3
network simulation	channel model	3
network simulation	network emulation	3
network simulation	traffic generation model	3
iot cloud	block-level storage	3
iot cloud	communication protocol	3
iot cloud	communications system	3
iot cloud	cloud collaboration	3
iot cloud	cloud computing security	3
iot cloud	cloud computing comparison	3
iot cloud	cloud management	3
iot cloud	cloud research	3
iot cloud	cloud robotics	3
iot cloud	cloud storage	3
iot cloud	cloudlet	3
iot cloud	computer cluster	3
iot cloud	cooperative storage cloud	3
iot cloud	dew computing	3
iot cloud	data cluster	3
iot cloud	directory (computing)	3
iot cloud	distributed data store	3
iot cloud	distributed database	3
iot cloud	distributed computing	3
iot cloud	distributed networking	3
iot cloud	decentralized computing	3
iot cloud	edge computing	3
iot cloud	edge device	3
iot cloud	escience	3
iot cloud	file system	3
iot cloud	clustered file system	3
iot cloud	distributed file system	3
iot cloud	distributed file system for cloud	3
iot cloud	fog computing	3
iot cloud	fog robotics	3
iot cloud	grid computing	3
iot cloud	in-memory database	3
iot cloud	in-memory processing	3
iot cloud	internet of things	3
iot cloud	microservices	3
iot cloud	mobile cloud computing	3
iot cloud	mobile edge computing	3
iot cloud	peer-to-peer	3
iot cloud	personal cloud	3
iot cloud	robot as a service	3
iot cloud	service-oriented architecture	3
iot cloud	time-sharing	3
iot cloud	ubiquitous computing	3
iot cloud	web computing	3
internet of military things	internet of autonomous things	3
internet of military things	internet of things	3
internet of military things	smart munitions	3
internet of military things	edge computing	3
internet of military things	biometrics	3
internet of military things	cyberwarfare	3
industry 4.0	advanced manufacturing	3
industry 4.0	computer-integrated manufacturing	3
industry 4.0	digital modeling and fabrication	3
industry 4.0	industrial control system	3
industry 4.0	intelligent maintenance system	3
industry 4.0	lights out (manufacturing)	3
industry 4.0	machine to machine	3
industry 4.0	cyber manufacturing	3
industry 4.0	work 4.0	3
industry 4.0	world economic forum	3
industry 4.0	simulation software	3
industry 4.0	the war on normal people	3
industry 4.0	technological unemployment	3
indoor positioning system	automatic vehicle location	3
indoor positioning system	bluetooth low energy	3
indoor positioning system	cyber-physical system	3
indoor positioning system	dead reckoning	3
indoor positioning system	earth's magnetic field	3
indoor positioning system	floor plan	3
indoor positioning system	house navigation system	3
indoor positioning system	geolocation	3
indoor positioning system	google maps	3
indoor positioning system	gsm localization	3
indoor positioning system	home automation	3
indoor positioning system	home network	3
indoor positioning system	internet of things	3
indoor positioning system	location-based service	3
indoor positioning system	motion planning	3
indoor positioning system	navizon	3
indoor positioning system	near field communication	3
indoor positioning system	open source routing machine	3
indoor positioning system	pointr	3
indoor positioning system	real-time locating system	3
indoor positioning system	simultaneous localization and mapping	3
indoor positioning system	robotic mapping	3
indoor positioning system	sensor fusion	3
indoor positioning system	skyhook wireless	3
indoor positioning system	visible light communication	3
indoor positioning system	li-fi	3
indoor positioning system	wayfinding	3
indoor positioning system	webgl	3
edge computing	cloudlet	3
edge computing	content delivery network	3
edge computing	edge data integration	3
edge computing	edge device	3
edge computing	fat client	3
edge computing	fog computing	3
edge computing	heterogeneous computing	3
edge computing	industry 4.0	3
edge computing	mobile edge computing	3
edge computing	personal computer	3
edge computing	serverless architecture	3
edge computing	smart camera	3
edge computing	ubiquitous computing	3
four-dimensional product	actuator	3
four-dimensional product	autonomous robot	3
four-dimensional product	evolutionary robotics	3
four-dimensional product	fourth industrial revolution	3
four-dimensional product	industrial design	3
four-dimensional product	industry 4.0	3
four-dimensional product	responsive computer-aided design	3
four-dimensional product	sensor	3
four-dimensional product	smart wearable system	3
data distribution service	middleware	3
data distribution service	open architecture computing environment	3
data distribution service	object management group	3
cloud manufacturing	3d printing	3
cloud manufacturing	cloud computing	3
cloud manufacturing	cyber manufacturing	3
big data	big data ethics	3
big data	big data maturity model	3
big data	big memory	3
big data	data curation	3
big data	data defined storage	3
big data	data lineage	3
big data	data philanthropy	3
big data	data science	3
big data	datafication	3
big data	document-oriented database	3
big data	in-memory processing	3
big data	urban informatics	3
big data	very large database	3
big data	xldb	3
cyber-physical system	indoor positioning system	3
cyber-physical system	industry 4.0	3
cyber-physical system	intelligent maintenance system	3
cyber-physical system	internet of things	3
cyber-physical system	responsive computer-aided design	3
cyber-physical system	signal-flow graph	3
artificial intelligence of things	artificial intelligence	3
artificial intelligence of things	internet of things	3
5g	1g	3
5g	2g	3
5g	3g	3
5g	4g	3
5g	wireless device radiation and health	3
smart speaker	smart home hub	3
mobile robot	ant robotics	3
mobile robot	autonomous robot	3
mobile robot	autonomous underwater vehicle	3
mobile robot	darpa lagr program	3
mobile robot	domestic robot	3
mobile robot	humanoid robot	3
mobile robot	hexapod (robotics)	3
mobile robot	industrial robot	3
mobile robot	justin (robot)	3
mobile robot	lists of types of robots	3
mobile robot	mobile industrial robots	3
mobile robot	mobile manipulator	3
mobile robot	mobile wireless sensor network	3
mobile robot	personal robot	3
mobile robot	robot	3
mobile robot	robot kit	3
mobile robot	robotic arm	3
mobile robot	robotic mapping	3
mobile robot	robot kinematics	3
mobile robot	rover (space exploration)	3
mobile robot	transport robot	3
mobile robot	ubiquitous robot	3
mobile robot	unmanned aerial vehicle	3
mobile robot	wi-fi	3
mobile manipulator	cyber-physical system	3
mobile manipulator	home automation	3
mobile manipulator	remote manipulator	3
mobile manipulator	robotic arm	3
indoor positioning	automatic vehicle location	3
indoor positioning	bluetooth low energy	3
indoor positioning	cyber-physical system	3
indoor positioning	dead reckoning	3
indoor positioning	earth's magnetic field	3
indoor positioning	floor plan	3
indoor positioning	house navigation system	3
indoor positioning	geolocation	3
indoor positioning	google maps	3
indoor positioning	gsm localization	3
indoor positioning	home automation	3
indoor positioning	home network	3
indoor positioning	internet of things	3
indoor positioning	location-based service	3
indoor positioning	motion planning	3
indoor positioning	navizon	3
indoor positioning	near field communication	3
indoor positioning	open source routing machine	3
indoor positioning	pointr	3
indoor positioning	real-time locating system	3
indoor positioning	simultaneous localization and mapping	3
indoor positioning	robotic mapping	3
indoor positioning	sensor fusion	3
indoor positioning	skyhook wireless	3
indoor positioning	visible light communication	3
indoor positioning	li-fi	3
indoor positioning	wayfinding	3
indoor positioning	webgl	3
home robot	adaptable robotics	3
home robot	android (robot)	3
home robot	artificial intelligence	3
home robot	comparison of domestic robots	3
home robot	disability robot	3
home robot	dustbot	3
home robot	floor plans	3
home robot	fog computing	3
home robot	furby	3
home robot	gerontotechnology	3
home robot	google home	3
home robot	home automation	3
home robot	home automation for the elderly and disabled	3
home robot	house navigation system	3
home robot	humanoid robot	3
home robot	internet of things	3
home robot	mobile robot	3
home robot	open hardware	3
home robot	personal robot	3
home robot	poo-chi	3
home robot	robosapien	3
home robot	robot kit	3
home robot	robotic arm	3
home robot	robotic mapping	3
home robot	robotics suite	3
home robot	service robot	3
home robot	simultaneous localization and mapping	3
home robot	soft robotics	3
home automation for the elderly and disabled	assisted living	3
home automation for the elderly and disabled	disability robot	3
home automation for the elderly and disabled	domestic robot	3
home automation for the elderly and disabled	elderly care	3
home automation for the elderly and disabled	floor plan	3
home automation for the elderly and disabled	house navigation system	3
home automation for the elderly and disabled	gerontechnology	3
home automation for the elderly and disabled	wikt:healthcare robot	3
home automation for the elderly and disabled	home robot	3
home automation for the elderly and disabled	indoor positioning system	3
home automation for the elderly and disabled	roujin z	3
home automation for the elderly and disabled	transgenerational design	3
meaning-text theory	natural language generation	2
markov text generators	dynamics of markovian particles	2
markov text generators	gauss–markov process	2
markov text generators	markov chain approximation method	2
markov text generators	markov chain geostatistics	2
markov text generators	markov chain mixing time	2
markov text generators	markov decision process	2
markov text generators	markov information source	2
markov text generators	markov odometer	2
markov text generators	markov random field	2
markov text generators	quantum markov chain	2
markov text generators	semi-markov process	2
markov text generators	stochastic cellular automaton	2
markov text generators	telescoping markov chain	2
markov text generators	variable-order markov model	2
natural language generation	autocompletion	3
natural language generation	automated journalism	3
natural language generation	automated paraphrasing	3
natural language generation	markov text generators	3
natural language generation	meaning-text theory	3
variable-order markov model	stochastic chains with memory of variable length	3
variable-order markov model	examples of markov chains	3
variable-order markov model	variable order bayesian network	3
variable-order markov model	markov process	3
variable-order markov model	markov chain monte carlo	3
variable-order markov model	semi-markov process	3
variable-order markov model	artificial intelligence	3
semi-markov process	markov process	3
semi-markov process	renewal theory	3
semi-markov process	variable-order markov model	3
semi-markov process	hidden semi-markov model	3
markov odometer	abelian sandpile model	3
quantum markov chain	quantum walk	3
markov random field	constraint composite graph	3
markov random field	graphical model	3
markov random field	dependency network (graphical model)	3
markov random field	hammersley–clifford theorem	3
markov random field	hopfield network	3
markov random field	interacting particle system	3
markov random field	ising model	3
markov random field	log-linear analysis	3
markov random field	markov chain	3
markov random field	markov logic network	3
markov random field	maximum entropy method	3
markov random field	stochastic cellular automaton	3
markov information source	entropy rate	3
markov decision process	probabilistic automata	3
markov decision process	quantum finite automata	3
markov decision process	partially observable markov decision process	3
markov decision process	dynamic programming	3
markov decision process	bellman equation	3
markov decision process	hamilton–jacobi–bellman equation	3
markov decision process	optimal control	3
markov decision process	recursive economics	3
markov decision process	mabinogion sheep problem	3
markov decision process	stochastic games	3
markov decision process	q-learning	3
markov chain mixing time	mixing (mathematics)	3
markov chain approximation method	control theory	3
markov chain approximation method	optimal control	3
markov chain approximation method	stochastic differential equation	3
markov chain approximation method	differential equation	3
markov chain approximation method	numerical analysis	3
markov chain approximation method	stochastic process	3
automated paraphrasing	round-trip translation	2
automated paraphrasing	text simplification	2
automated paraphrasing	text normalization	2
autocompletion	wubi effect	2
word2vec	autoencoder	2
word2vec	document-term matrix	2
word2vec	feature extraction	2
word2vec	feature learning	2
word2vec	language model	2
word2vec	vector space model	2
word2vec	thought vector	2
word2vec	fasttext	2
word2vec	glove (machine learning)	2
word2vec	normalized compression distance	2
text normalization	automated paraphrasing	3
text normalization	canonicalization	3
text normalization	text simplification	3
text normalization	unicode equivalence	3
round-trip translation	evaluation of machine translation	3
round-trip translation	paraphrasing (computational linguistics)	3
round-trip translation	translation-quality standards	3
round-trip translation	humour in translation	3
round-trip translation	language grid	3
text simplification	automated paraphrasing	3
text simplification	controlled natural language	3
text simplification	lexical simplification	3
text simplification	lexical substitution	3
text simplification	semantic compression	3
text simplification	text normalization	3
text simplification	simplified technical english	3
text simplification	basic english	3
fasttext	gensim	3
fasttext	word2vec	3
fasttext	glove	3
fasttext	artificial neural network	3
fasttext	natural language processing	3
glove (machine learning)	elmo	3
glove (machine learning)	bert (language model)	3
glove (machine learning)	word2vec	3
glove (machine learning)	fasttext	3
glove (machine learning)	natural language processing	3
normalized compression distance	arxiv:1301.3781	3
normalized compression distance	word2vec	3
vector space model	bag-of-words model	3
vector space model	compound term processing	3
vector space model	conceptual space	3
vector space model	eigenvalues and eigenvectors	3
vector space model	inverted index	3
vector space model	nearest neighbor search	3
vector space model	sparse distributed memory	3
vector space model	w-shingling	3
feature learning	automated machine learning	3
feature learning	basis function	3
feature learning	deep learning	3
feature learning	feature detection (computer vision)	3
feature learning	feature extraction	3
feature learning	kernel trick	3
feature learning	vector quantization	3
feature learning	variational autoencoder	3
feature extraction	cluster analysis	3
feature extraction	dimensionality reduction	3
feature extraction	feature detection (computer vision)	3
feature extraction	feature selection	3
feature extraction	data mining	3
feature extraction	connected-component labeling	3
feature extraction	segmentation (image processing)	3
feature extraction	space mapping	3
feature extraction	dynamic texture	3
feature extraction	radiomics	3
language model	statistical model	3
language model	factored language model	3
language model	cache language model	3
language model	katz's back-off model	3
language model	transformer (machine learning model)	3
language model	bert (language model)	3
language model	gpt-2	3
language model	gpt-3	3
document-term matrix	bag of words model	3
document-term matrix	tf-idf	3
document-term matrix	latent semantic analysis	3
document-term matrix	latent dirichlet allocation	3
autoencoder	representation learning	3
autoencoder	sparse dictionary learning	3
autoencoder	deep learning	3
text-proofing	american and british english spelling differences	2
text-proofing	camera-ready	2
text-proofing	distributed proofreaders	2
text-proofing	etaoin shrdlu	2
text-proofing	fact checking	2
text-proofing	galley proof	2
text-proofing	iso 5776	2
text-proofing	obelism	2
text-proofing	printing press check	2
text-proofing	style guide	2
text-proofing	typographical syntax	2
text-proofing	writing circle	2
basic english	academic word list	3
basic english	bible in basic english	3
basic english	controlled vocabulary	3
basic english	e-prime	3
basic english	français fondamental	3
basic english	globish (nerrière)	3
basic english	general service list	3
basic english	international english	3
basic english	plain english	3
basic english	plain language	3
basic english	readability	3
basic english	seaspeak	3
basic english	simplified technical english	3
basic english	special english	3
basic english	standard marine communication phrases	3
simplified technical english	basic english	3
simplified technical english	constructed language	3
simplified technical english	international english	3
simplified technical english	special english	3
simplified technical english	topic-based authoring	3
lexical substitution	lexical semantics	3
lexical substitution	semantic compression	3
lexical substitution	semeval	3
lexical substitution	word sense	3
lexical simplification	lexical substitution	3
lexical simplification	text simplification	3
typographical syntax	typographical error	3
style guide	citation style	3
style guide	graphic charter	3
style guide	diction	3
style guide	documentation	3
style guide	english writing style	3
style guide	prescription and description	3
style guide	sentence spacing in language and style guides	3
style guide	spelling	3
printing press check	prepress	3
printing press check	pre-flight (printing)	3
printing press check	color printing	3
printing press check	offset printing	3
printing press check	modern engraving	3
obelism	general punctuation	3
galley proof	composing stick	3
galley proof	prepress proofing	3
fact checking	cherry picking	3
fact checking	confirmation bias	3
fact checking	social media	3
fact checking	section 230 of the communications decency act	3
distributed proofreaders	wikisource	3
etaoin shrdlu	filler text	3
etaoin shrdlu	lorem ipsum	3
etaoin shrdlu	qwerty	3
etaoin shrdlu	dvorak keyboard layout	3
etaoin shrdlu	azertyuiop (horse)	3
american and british english spelling differences	australian english	3
american and british english spelling differences	canadian english	3
american and british english spelling differences	english language in england	3
american and british english spelling differences	english in the commonwealth of nations	3
american and british english spelling differences	english orthography	3
american and british english spelling differences	hong kong english	3
american and british english spelling differences	hiberno-english	3
american and british english spelling differences	indian english	3
american and british english spelling differences	malaysian english	3
american and british english spelling differences	manx english	3
american and british english spelling differences	new zealand english	3
american and british english spelling differences	philippine english	3
american and british english spelling differences	scottish english	3
american and british english spelling differences	singaporean english	3
american and british english spelling differences	south african english	3
speech processing	neurocomputational speech processing	2
speech processing	speech coding	2
speech processing	speech technology	2
speech processing	natural language processing	2
reification (linguistics)	drinker paradox	2
reification (linguistics)	nonfirstorderizability	2
reification (linguistics)	reification (computer science)	2
reification (linguistics)	reification (fallacy)	2
reification (linguistics)	reification (knowledge representation)	2
query expansion	document retrieval	2
query expansion	information retrieval	2
query expansion	linguistics	2
query expansion	morphology (linguistics)	2
query expansion	natural language processing	2
query expansion	search engine	2
query expansion	search engine indexing	2
query expansion	stemming	2
reification (fallacy)	all models are wrong	3
reification (fallacy)	counterfactual definiteness	3
reification (fallacy)	idolatry	3
reification (fallacy)	objectification	3
reification (fallacy)	philosophical realism	3
reification (computer science)	denotational semantics	3
reification (computer science)	formal semantics of programming languages	3
reification (computer science)	meta-circular evaluator	3
reification (computer science)	metamodeling	3
reification (computer science)	metaobject	3
reification (computer science)	metaprogramming	3
reification (computer science)	normalization by evaluation	3
reification (computer science)	operational semantics	3
reification (computer science)	reflection (computer science)	3
reification (computer science)	resource description framework	3
reification (computer science)	self-interpreter	3
reification (computer science)	topic maps	3
reification (knowledge representation)	reification (computer science)	3
reification (knowledge representation)	reification (fallacy)	3
reification (knowledge representation)	reification (linguistics)	3
nonfirstorderizability	branching quantifier	3
nonfirstorderizability	generalized quantifier	3
nonfirstorderizability	plural quantification	3
nonfirstorderizability	reification (linguistics)	3
stemming	root (linguistics)	3
stemming	stem (linguistics)	3
stemming	morphology (linguistics)	3
stemming	lemma (morphology)	3
stemming	lemmatization	3
stemming	lexeme	3
stemming	inflection	3
stemming	derivation (linguistics)	3
stemming	natural language processing	3
stemming	text mining	3
stemming	computational linguistics	3
stemming	snowball (programming language)	3
stemming	nltk	3
search engine indexing	controlled vocabulary	3
search engine indexing	database index	3
search engine indexing	full text search	3
search engine indexing	information extraction	3
search engine indexing	instant indexing	3
search engine indexing	key word in context	3
search engine indexing	selection-based search	3
search engine indexing	site map	3
search engine indexing	text retrieval	3
search engine indexing	information literacy	3
morphology (linguistics)	morphome (linguistics)	3
search engine	comparison of web search engines	3
search engine	information retrieval	3
search engine	question answering	3
search engine	filter bubble	3
search engine	google effect	3
search engine	internet search engines and libraries	3
search engine	semantic web	3
search engine	spell checker	3
search engine	web development tools	3
search engine	search engine manipulation effect	3
search engine	search engine privacy	3
linguistics	articulatory synthesis	3
linguistics	axiom of categoricity	3
linguistics	critical discourse analysis	3
linguistics	cryptanalysis	3
linguistics	decipherment	3
linguistics	global language system	3
linguistics	hermeneutics	3
linguistics	integrational linguistics	3
linguistics	integrationism	3
linguistics	language engineering	3
linguistics	language geography	3
linguistics	metalinguistics	3
linguistics	metacommunicative competence	3
linguistics	microlinguistics	3
linguistics	onomastics	3
linguistics	reading	3
linguistics	speech processing	3
linguistics	stratificational linguistics	3
document retrieval	compound term processing	3
document retrieval	document classification	3
document retrieval	enterprise search	3
document retrieval	evaluation measures (information retrieval)	3
document retrieval	full text search	3
document retrieval	information retrieval	3
document retrieval	latent semantic indexing	3
document retrieval	search engine	3
drinker paradox	reification (linguistics)	3
drinker paradox	temporal logic	3
drinker paradox	relevance logic	3
speech coding	audio data compression	3
speech coding	audio signal processing	3
speech coding	data compression	3
speech coding	digital signal processing	3
speech coding	linear prediction	3
speech coding	mobile phone	3
speech coding	pulse-code modulation	3
speech coding	psychoacoustic model	3
speech coding	speech interface guideline	3
speech coding	speech processing	3
speech coding	speech synthesis	3
speech coding	telecommunication	3
speech coding	vector quantization	3
speech coding	vocoder	3
speech technology	communication aids	3
speech technology	language technology	3
speech technology	speech interface guideline	3
speech technology	speech processing	3
speech technology	speech technology (magazine)	3
neurocomputational speech processing	speech production	3
neurocomputational speech processing	speech perception	3
neurocomputational speech processing	computational neuroscience	3
neurocomputational speech processing	articulatory synthesis	3
neurocomputational speech processing	auditory feedback	3
native-language identification	crosslinguistic influence	2
native-language identification	foreign language writing aid	2
native-language identification	computer-assisted language learning	2
native-language identification	language education	2
native-language identification	natural language processing	2
native-language identification	language transfer	2
latent semantic indexing	coh-metrix	2
latent semantic indexing	compound term processing	2
latent semantic indexing	distributional semantics	2
latent semantic indexing	explicit semantic analysis	2
latent semantic indexing	latent semantic mapping	2
latent semantic indexing	latent semantic structure indexing	2
latent semantic indexing	principal components analysis	2
latent semantic indexing	probabilistic latent semantic analysis	2
latent semantic indexing	spamdexing	2
latent semantic indexing	word vector	2
latent semantic indexing	topic model	2
latent semantic indexing	latent dirichlet allocation	2
language education	american council on the teaching of foreign languages	3
language education	eikaiwa school	3
language education	error analysis (linguistics)	3
language education	foreign language anxiety	3
language education	foreign language writing aid	3
language education	foreign language reading aid	3
language education	glossary of language teaching terms and ideas	3
language education	language education by region	3
language education	language festival	3
language education	language mooc	3
language education	language policy	3
language education	lexicography	3
language education	linguistic rights	3
language education	monolingual learner's dictionary	3
language education	self access language learning centers	3
language education	tandem language learning	3
language transfer	calque	3
language transfer	code-switching	3
language transfer	contrastive rhetoric	3
language transfer	interlanguage	3
language transfer	language contact	3
language transfer	loanword	3
language transfer	macaronic language	3
language transfer	mixed language	3
language transfer	multi-competence	3
language transfer	native-language identification	3
language transfer	phono-semantic matching	3
language transfer	second language acquisition	3
language transfer	sprachbund	3
language transfer	translation	3
computer-assisted language learning	anki (software)	3
computer-assisted language learning	babbel	3
computer-assisted language learning	the alpheios project	3
computer-assisted language learning	community language learning	3
computer-assisted language learning	duolingo	3
computer-assisted language learning	intelligent computer-assisted language instruction	3
computer-assisted language learning	glossary of language teaching terms and ideas	3
computer-assisted language learning	language acquisition	3
computer-assisted language learning	language education	3
computer-assisted language learning	language exchange	3
computer-assisted language learning	language immersion	3
computer-assisted language learning	language mooc	3
computer-assisted language learning	online learning community	3
computer-assisted language learning	second language acquisition	3
computer-assisted language learning	smigin	3
computer-assisted language learning	tandem language learning	3
computer-assisted language learning	telecollaboration	3
computer-assisted language learning	virtual exchange	3
computer-assisted language learning	virtual world language learning	3
computer-assisted language learning	social media language learning	3
topic model	explicit semantic analysis	3
topic model	latent semantic analysis	3
topic model	latent dirichlet allocation	3
topic model	hierarchical dirichlet process	3
topic model	non-negative matrix factorization	3
topic model	mallet (software project)	3
topic model	gensim	3
latent dirichlet allocation	variational bayesian methods	3
latent dirichlet allocation	pachinko allocation	3
latent dirichlet allocation	tf-idf	3
latent dirichlet allocation	infer.net	3
word vector	brown clustering	3
word vector	distributional–relational database	3
spamdexing	adversarial information retrieval	3
spamdexing	index (search engine)	3
spamdexing	trustrank	3
spamdexing	web scraping	3
spamdexing	microsoft smartscreen	3
spamdexing	windows defender	3
probabilistic latent semantic analysis	compound term processing	3
probabilistic latent semantic analysis	pachinko allocation	3
probabilistic latent semantic analysis	vector space model	3
principal components analysis	correspondence analysis	3
principal components analysis	multiple correspondence analysis	3
principal components analysis	factor analysis of mixed data	3
principal components analysis	canonical correlation	3
principal components analysis	cur matrix approximation	3
principal components analysis	detrended correspondence analysis	3
principal components analysis	dynamic mode decomposition	3
principal components analysis	eigenface	3
principal components analysis	v:exploratory factor analysis	3
principal components analysis	factorial code	3
principal components analysis	functional principal component analysis	3
principal components analysis	geometric data analysis	3
principal components analysis	independent component analysis	3
principal components analysis	kernel pca	3
principal components analysis	l1-norm principal component analysis	3
principal components analysis	low-rank approximation	3
principal components analysis	matrix decomposition	3
principal components analysis	non-negative matrix factorization	3
principal components analysis	nonlinear dimensionality reduction	3
principal components analysis	oja's rule	3
principal components analysis	point distribution model	3
principal components analysis	b:statistics/multivariate data analysis/principal component analysis	3
principal components analysis	principal component regression	3
principal components analysis	singular spectrum analysis	3
principal components analysis	singular value decomposition	3
principal components analysis	sparse pca	3
principal components analysis	transform coding	3
principal components analysis	weighted least squares	3
latent semantic mapping	latent semantic analysis	3
explicit semantic analysis	topic model	3
coh-metrix	l2 syntactic complexity analyzer	3
compound term processing	concept searching limited	3
compound term processing	enterprise search	3
compound term processing	information retrieval	3
distributional semantics	conceptual space	3
distributional semantics	co-occurrence	3
distributional semantics	distributional–relational database	3
distributional semantics	gensim	3
distributional semantics	phraseme	3
distributional semantics	random indexing	3
distributional semantics	sentence embedding	3
distributional semantics	statistical semantics	3
distributional semantics	word2vec	3
distributional semantics	word embedding	3
distributional semantics	scott deerwester	3
distributional semantics	susan dumais	3
distributional semantics	j. r. firth	3
distributional semantics	george furnas	3
distributional semantics	zellig harris	3
distributional semantics	richard hirschman	3
distributional semantics	thomas landauer	3
distributional semantics	magnus sahlgren	3
distributional semantics	hinrich schütze	3
foreign language writing aid	computer-assisted language learning	3
foreign language writing aid	foreign-language reading aid	3
